profile_level,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
pl0,oltp,2000000,1,1,636.26,2981.20,5.60,3617.45,1
pl0,oltp,2000000,1,2,795.00,3711.01,4.23,4506.02,1
pl0,oltp,2000000,1,3,846.00,3946.98,4.01,4792.97,1
pl0,oltp,2000000,1,4,846.00,3948.01,3.89,4794.01,1
pl0,oltp,2000000,1,5,861.00,4009.01,3.88,4870.01,1
pl0,oltp,2000000,1,6,879.00,4104.00,3.83,4983.00,1
pl0,oltp,2000000,1,7,861.00,4026.00,3.77,4887.00,1
pl0,oltp,2000000,1,8,888.00,4140.98,3.76,5028.97,1
pl0,oltp,2000000,1,9,897.00,4176.02,3.66,5073.03,1
pl0,oltp,2000000,1,10,891.00,4170.00,3.62,5061.00,1
pl0,oltp,2000000,1,11,914.99,4264.94,3.61,5179.93,1
pl0,oltp,2000000,1,12,909.01,4245.06,3.59,5154.07,1
pl0,oltp,2000000,1,13,914.99,4271.96,3.58,5186.95,1
pl0,oltp,2000000,1,14,915.00,4270.02,3.56,5185.02,1
pl0,oltp,2000000,1,15,917.00,4272.00,3.55,5189.00,1
pl0,oltp,2000000,1,16,916.00,4281.99,3.57,5197.98,1
pl0,oltp,2000000,1,17,927.01,4325.03,3.46,5252.04,1
pl0,oltp,2000000,1,18,926.99,4317.98,3.51,5244.97,1
pl0,oltp,2000000,1,19,924.00,4322.01,3.50,5246.01,1
pl0,oltp,2000000,1,20,924.00,4308.98,3.53,5232.98,1
pl0,oltp,2000000,1,21,912.01,4258.03,3.51,5170.04,1
pl0,oltp,2000000,1,22,912.00,4256.00,3.53,5168.00,1
pl0,oltp,2000000,1,23,912.00,4255.98,3.52,5167.97,1
pl0,oltp,2000000,1,24,912.01,4255.02,3.54,5167.03,1
pl0,oltp,2000000,1,25,921.00,4292.98,3.49,5213.97,1
pl0,oltp,2000000,1,26,912.00,4259.99,3.52,5171.99,1
pl0,oltp,2000000,1,27,906.00,4228.01,3.59,5134.02,1
pl0,oltp,2000000,1,28,912.00,4258.01,3.49,5170.01,1
pl0,oltp,2000000,1,29,911.99,4257.97,3.52,5169.97,1
pl0,oltp,2000000,1,30,918.01,4279.03,3.50,5197.04,1
pl0,oltp,2000000,16,1,9711.79,45481.72,5.93,55193.51,16
pl0,oltp,2000000,16,2,11035.04,51498.17,4.88,62533.21,16
pl0,oltp,2000000,16,3,11233.07,52406.31,4.83,63639.37,16
pl0,oltp,2000000,16,4,11268.01,52582.04,4.77,63850.05,16
pl0,oltp,2000000,16,5,11276.96,52639.79,4.75,63916.75,16
pl0,oltp,2000000,16,6,11333.64,52886.31,4.64,64219.95,16
pl0,oltp,2000000,16,7,11365.35,53035.64,4.66,64400.99,16
pl0,oltp,2000000,16,8,11321.99,52844.95,4.74,64166.94,16
pl0,oltp,2000000,16,9,11403.92,53210.63,4.72,64614.55,16
pl0,oltp,2000000,16,10,11486.10,53600.44,4.53,65086.54,16
pl0,oltp,2000000,16,11,11430.89,53370.50,4.53,64801.40,16
pl0,oltp,2000000,16,12,11450.05,53405.21,4.53,64855.26,16
pl0,oltp,2000000,16,13,11543.11,53868.51,4.45,65411.61,16
pl0,oltp,2000000,16,14,11492.90,53637.52,4.48,65130.41,16
pl0,oltp,2000000,16,15,10612.07,49487.32,4.50,60099.38,16
pl0,oltp,2000000,16,16,11432.00,53379.99,4.54,64811.99,16
pl0,oltp,2000000,16,17,11567.89,53988.51,4.50,65556.40,16
pl0,oltp,2000000,16,18,11622.10,54242.46,4.48,65864.55,16
pl0,oltp,2000000,16,19,11578.03,54055.12,4.51,65633.14,16
pl0,oltp,2000000,16,20,11602.90,54137.53,4.51,65740.43,16
pl0,oltp,2000000,16,21,11664.09,54420.43,4.48,66084.53,16
pl0,oltp,2000000,16,22,11577.97,54010.84,4.46,65588.81,16
pl0,oltp,2000000,16,23,11549.01,53920.05,4.46,65469.06,16
pl0,oltp,2000000,16,24,11591.94,54083.72,4.45,65675.66,16
pl0,oltp,2000000,16,25,11586.05,54063.22,4.48,65649.26,16
pl0,oltp,2000000,16,26,11684.02,54530.10,4.46,66213.12,16
pl0,oltp,2000000,16,27,11606.01,54179.05,4.53,65786.07,16
pl0,oltp,2000000,16,28,11591.99,54089.97,4.45,65681.96,16
pl0,oltp,2000000,16,29,11580.02,54026.10,4.48,65606.12,16
pl0,oltp,2000000,15,30,11445.89,53434.49,4.52,64880.38,16
pl0,oltp,2000000,256,1,10538.03,50916.32,270.65,61454.35,256
pl0,oltp,2000000,256,2,14716.06,69142.27,86.93,83858.33,256
pl0,oltp,2000000,256,3,15304.04,71187.20,91.52,86491.24,256
pl0,oltp,2000000,256,4,15109.96,70561.83,88.45,85671.80,256
pl0,oltp,2000000,256,5,15146.96,70776.80,90.90,85923.75,256
pl0,oltp,2000000,256,6,14828.06,69058.29,98.58,83886.35,256
pl0,oltp,2000000,256,7,15313.98,71717.89,88.30,87031.87,256
pl0,oltp,2000000,256,8,15532.62,72289.24,90.08,87821.86,256
pl0,oltp,2000000,256,9,14748.36,68753.70,104.13,83502.06,256
pl0,oltp,2000000,256,10,15378.01,71647.05,90.57,87025.06,256
pl0,oltp,2000000,256,11,15075.97,70440.87,93.07,85516.84,256
pl0,oltp,2000000,256,12,13342.04,62283.19,105.64,75625.23,256
pl0,oltp,2000000,256,13,15025.98,70069.89,91.83,85095.87,256
pl0,oltp,2000000,256,14,15462.95,72107.79,89.23,87570.74,256
pl0,oltp,2000000,256,15,15377.01,71797.04,88.30,87174.05,256
pl0,oltp,2000000,256,16,15198.00,71168.01,87.85,86366.01,256
pl0,oltp,2000000,256,17,14770.03,68804.13,93.07,83574.15,256
pl0,oltp,2000000,256,18,15254.92,71202.61,92.60,86457.53,256
pl0,oltp,2000000,256,19,15266.10,71109.48,89.92,86375.58,256
