10,5104.05,0.20,mysql57,1
20,5109.60,0.20,mysql57,1
30,5112.00,0.20,mysql57,1
40,5111.00,0.20,mysql57,1
50,5110.80,0.20,mysql57,1
60,5108.60,0.20,mysql57,1
70,5111.70,0.20,mysql57,1
80,5112.60,0.20,mysql57,1
90,5112.10,0.20,mysql57,1
100,5111.10,0.20,mysql57,1
110,5109.80,0.20,mysql57,1
120,5111.70,0.20,mysql57,1
130,5110.20,0.20,mysql57,1
140,5102.20,0.20,mysql57,1
150,5102.40,0.20,mysql57,1
160,5101.60,0.20,mysql57,1
170,5102.20,0.20,mysql57,1
180,5082.19,0.21,mysql57,1
190,5090.70,0.20,mysql57,1
200,5090.30,0.20,mysql57,1
210,5091.50,0.20,mysql57,1
220,5092.40,0.20,mysql57,1
230,5094.30,0.20,mysql57,1
240,5095.70,0.20,mysql57,1
250,5093.70,0.20,mysql57,1
260,5095.70,0.20,mysql57,1
270,5097.50,0.20,mysql57,1
280,5096.80,0.20,mysql57,1
290,5093.50,0.20,mysql57,1
300,5100.70,0.20,mysql57,1
310,5100.50,0.20,mysql57,1
320,5100.40,0.20,mysql57,1
330,5099.70,0.20,mysql57,1
340,5099.30,0.20,mysql57,1
350,5099.80,0.20,mysql57,1
360,5100.40,0.20,mysql57,1
370,5099.10,0.20,mysql57,1
380,5099.90,0.20,mysql57,1
390,5100.30,0.20,mysql57,1
400,5100.90,0.20,mysql57,1
410,5101.40,0.20,mysql57,1
420,5102.50,0.20,mysql57,1
430,5100.80,0.20,mysql57,1
440,5101.30,0.20,mysql57,1
450,5102.50,0.20,mysql57,1
460,5104.80,0.20,mysql57,1
470,5102.80,0.20,mysql57,1
480,5102.40,0.20,mysql57,1
490,5103.70,0.20,mysql57,1
500,5103.70,0.20,mysql57,1
510,5104.40,0.20,mysql57,1
520,5105.40,0.20,mysql57,1
530,5105.20,0.20,mysql57,1
540,5104.20,0.20,mysql57,1
550,5105.30,0.20,mysql57,1
560,5095.80,0.20,mysql57,1
570,5101.80,0.20,mysql57,1
580,5105.10,0.20,mysql57,1
590,5104.10,0.20,mysql57,1
600,5102.10,0.20,mysql57,1
610,5102.40,0.20,mysql57,1
620,5105.10,0.20,mysql57,1
630,5104.60,0.20,mysql57,1
640,5105.20,0.20,mysql57,1
650,5107.10,0.20,mysql57,1
660,5105.20,0.20,mysql57,1
670,5105.00,0.20,mysql57,1
680,5106.10,0.20,mysql57,1
690,5104.90,0.20,mysql57,1
700,5104.40,0.20,mysql57,1
710,5103.70,0.20,mysql57,1
720,5105.10,0.20,mysql57,1
730,5095.40,0.20,mysql57,1
740,5097.50,0.20,mysql57,1
750,5095.90,0.20,mysql57,1
760,5096.40,0.20,mysql57,1
770,5096.60,0.20,mysql57,1
780,5097.60,0.20,mysql57,1
790,5096.80,0.20,mysql57,1
800,5098.00,0.20,mysql57,1
810,5096.00,0.20,mysql57,1
820,5094.00,0.20,mysql57,1
830,5096.40,0.20,mysql57,1
840,5097.70,0.20,mysql57,1
850,5095.40,0.20,mysql57,1
860,5094.10,0.20,mysql57,1
870,5097.80,0.20,mysql57,1
880,5095.90,0.20,mysql57,1
890,5096.60,0.20,mysql57,1
900,5097.20,0.20,mysql57,1
10,9836.20,0.21,mysql57,2
20,9766.90,0.21,mysql57,2
30,9800.21,0.21,mysql57,2
40,9856.09,0.21,mysql57,2
50,9762.21,0.21,mysql57,2
60,9753.29,0.21,mysql57,2
70,9775.71,0.21,mysql57,2
80,9786.79,0.21,mysql57,2
90,9749.81,0.21,mysql57,2
100,9802.09,0.21,mysql57,2
110,9766.01,0.21,mysql57,2
120,9755.99,0.21,mysql57,2
130,9784.41,0.21,mysql57,2
140,9775.89,0.21,mysql57,2
150,9768.21,0.21,mysql57,2
160,9747.19,0.21,mysql57,2
170,9747.51,0.21,mysql57,2
180,9789.39,0.21,mysql57,2
190,9767.21,0.21,mysql57,2
200,9769.89,0.21,mysql57,2
210,9766.91,0.21,mysql57,2
220,9772.49,0.21,mysql57,2
230,9776.41,0.21,mysql57,2
240,9748.09,0.21,mysql57,2
250,9769.91,0.21,mysql57,2
260,9774.19,0.21,mysql57,2
270,9786.31,0.21,mysql57,2
280,9799.19,0.21,mysql57,2
290,9787.31,0.21,mysql57,2
300,9786.29,0.21,mysql57,2
310,9763.71,0.21,mysql57,2
320,9757.59,0.21,mysql57,2
330,9740.81,0.21,mysql57,2
340,9764.89,0.21,mysql57,2
350,9752.51,0.21,mysql57,2
360,9760.89,0.21,mysql57,2
370,9750.01,0.21,mysql57,2
380,9808.39,0.21,mysql57,2
390,9752.01,0.21,mysql57,2
