i,"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",1,"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
2,15.004,4.449,79.412,0.251,0.0,0.885,1945582.174,44201369.838,0.0,0.0,17948.303,101318.902,216115.608,330237.171
3,20.769,4.867,65.020,8.550,0.0,0.794,221415782.400,69686681.600,8002484.0,68213585.700,0.0,0.0,213626.100,280550.800
4,56.912,12.039,25.921,2.685,0.0,2.443,224181452.800,1638.400,21672119.700,184724918.800,0.0,0.0,616965.800,867705.600
5,57.291,11.543,27.342,1.425,0.0,2.399,141513523.200,1638.400,21943267.0,187170082.300,0.0,0.0,614721.500,873072.600
6,56.964,11.593,27.964,1.060,0.0,2.419,109443481.600,12800.0,21942530.300,186904850.500,0.0,0.0,612208.500,873731.700
7,56.315,11.649,28.674,0.865,0.0,2.497,90137804.800,1638.400,21889525.900,186282086.100,0.0,0.0,610700.300,873953.400
8,56.297,11.461,29.015,0.733,0.0,2.493,77284556.800,1638.400,21876940.900,186627447.0,0.0,0.0,611142.700,875318.600
9,56.430,11.615,28.881,0.645,0.0,2.429,68366745.600,3584.0,21936850.700,186672430.800,0.0,0.0,614228.300,875519.900
10,56.784,11.221,28.950,0.553,0.0,2.492,59190886.400,1638.400,21956400.0,187279603.400,0.0,0.0,610239.100,876259.300
11,56.089,11.669,29.352,0.470,0.0,2.420,53257830.400,1638.400,21900213.300,186331049.200,0.0,0.0,608427.600,873871.500
12,56.533,11.248,29.273,0.416,0.0,2.529,48877568.0,1945.600,21986637.500,187577623.400,0.0,0.0,609878.900,876619.700
13,56.304,11.448,29.425,0.373,0.0,2.450,43676057.600,1638.400,21970477.500,187399435.200,0.0,0.0,612488.400,875757.900
14,56.114,11.400,29.663,0.342,0.0,2.480,40002355.200,1638.400,21869165.400,186545868.800,0.0,0.0,607175.500,873070.900
15,56.284,11.662,29.335,0.312,0.0,2.406,37036953.600,17510.400,21933106.600,187222731.200,0.0,0.0,608566.500,875765.200
16,56.126,11.302,29.768,0.294,0.0,2.509,33882112.0,6963.200,21921164.100,186939204.300,0.0,0.0,608215.400,875500.0
17,56.394,11.455,29.518,0.269,0.0,2.363,31396249.600,1638.400,21984695.800,187219997.0,0.0,0.0,610494.200,875803.600
18,56.423,11.345,29.516,0.249,0.0,2.468,29155328.0,2048.0,21997135.300,187201208.0,0.0,0.0,608942.900,876884.500
19,56.422,11.213,29.757,0.243,0.0,2.365,27337523.200,1638.400,21982340.200,187331714.400,0.0,0.0,609010.0,877104.800
20,56.580,11.308,29.479,0.219,0.0,2.413,25210060.800,3686.400,22042416.200,187799412.500,0.0,0.0,609862.300,878585.900
